月份,大樂透銷售總額,威力彩銷售總額,今彩539銷售總額,電腦型彩券總銷售額,大樂透銷售注數,威力彩銷售注數,今彩539銷售注數,電腦型彩券總銷售注數,大樂透開獎期數,威力彩開獎期數,今彩539開獎期數,電腦型彩券總開獎期數,大樂透單月最高總獎金,威力彩單月最高總獎金,今彩539單月最高總獎金,當月最高總獎金,大樂透平均每期銷售額,威力彩平均每期銷售額,今彩539平均每期銷售額,電腦型彩券平均每期銷售額,CPI總指數,CPI食物類,CPI衣著類,CPI居住類,CPI交通及通訊類,CPI醫藥保健類,CPI教養娛樂類,CPI雜項類,總人口數千人,15歲以上民間人口千人,勞動力千人,就業人數千人,失業人數千人,勞動力參與率,失業率,CCI,TAIEX月平均收盤指數,TAIEX交易日數,TAIEX是否估計,大樂透連槓獎金,大樂透連槓期數,大樂透重置次數,威力彩連槓獎金,威力彩連槓期數,威力彩重置次數,今彩539連槓獎金,今彩539連槓期數,今彩539重置次數,電腦型彩券最高連槓獎金,電腦型彩券連槓期數,春節,端午,中秋,通膨率,失業率年變動_pp,CCI年變動,TAIEX年增率
2024-02,3929955750,1051837000,1047205350,6028998100,78599115,10518370,20944107,110061592,21,9,25,55,471129718,573648997,35612450,573648997,187140750.0,116870777.77777778,41888214.0,109618147.27272728,107.26,112.16,101.77,105.29,104.89,105.66,107.47,107.18,23261.0,20230.0,11978.0,11572.0,406.0,59.21,3.39,83.59,18611.72,13,0,471129718,15,6,573648997,8,1,35612450,13,12,573648997,36,1,0,0,3.08,-0.14,4.89,19.85
2024-03,1037627200,518277300,1031092400,2586996900,20752544,5182773,20621848,46557165,9,8,26,43,355887325,215744031,38000350,355887325,115291911.1111111,64784662.5,39657400.0,60162718.60465116,106.56,111.51,101.11,105.38,104.9,105.73,105.28,105.4,23259.0,20233.0,11986.0,11581.0,405.0,59.24,3.38,83.68,19843.09,21,0,355887325,8,1,215744031,8,0,38000350,10,16,355887325,26,0,0,0,2.15,-0.18,2.93,26.77
2024-04,866389750,570454300,972441750,2409285800,17327795,5704543,19448835,42481173,9,9,26,44,226819825,332397176,37906900,332397176,96265527.77777778,63383811.11111111,37401605.76923077,54756495.45454545,107.15,111.63,104.88,105.82,104.86,106.39,106.0,106.33,23258.0,20235.0,11982.0,11579.0,403.0,59.21,3.36,79.6,20244.97,20,0,226819825,6,3,332397176,8,1,37906900,13,13,332397176,27,0,0,0,1.94,-0.14,0.3,28.72
2024-05,1056100650,580217800,1000023400,2636341850,21122013,5802178,20000468,46924659,9,9,27,45,236082215,340601290,39984850,340601290,117344516.66666669,64468644.44444445,37037903.7037037,58585374.44444445,107.38,112.78,104.06,106.14,104.67,106.48,105.25,106.58,23256.0,20238.0,11980.0,11580.0,400.0,59.2,3.34,82.86,21106.8,22,0,236082215,6,3,340601290,9,0,39984850,14,13,340601290,29,0,0,0,2.23,-0.12,2.36,32.28
2024-06,989676400,578724600,891175200,2459576200,19793528,5787246,17823504,43404278,8,8,25,41,150923162,453611626,37436500,453611626,123709550.0,72340575.0,35647008.0,59989663.414634146,107.71,112.83,103.5,107.42,104.81,106.82,105.85,106.11,23255.0,20242.0,11994.0,11588.0,406.0,59.25,3.39,83.52,22449.2,19,0,150923162,6,2,453611626,7,1,37436500,12,13,453611626,25,0,1,0,2.42,-0.1,2.92,32.18
2024-07,928754450,603753400,922378300,2454886150,18575089,6037534,18447566,43060189,9,9,27,45,263236916,358809956,32909700,358809956,103194938.8888889,67083711.11111111,34162159.25925926,54553025.55555555,107.92,113.13,102.81,107.61,105.26,107.27,106.38,105.86,23253.0,20245.0,12026.0,11611.0,415.0,59.4,3.45,87.38,23239.59,21,0,263236916,8,1,358809956,8,1,32909700,13,14,358809956,29,0,0,0,2.53,-0.11,6.48,36.13
2024-08,853206100,528214900,961601350,2343022350,17064122,5282149,19232027,41578298,9,9,27,45,210823098,189937920,38581550,210823098,94800677.77777778,58690544.44444445,35614864.81481481,52067163.333333336,108.34,115.27,100.79,107.71,105.37,107.18,106.19,105.65,23250.0,20249.0,12032.0,11613.0,419.0,59.42,3.48,90.26,21851.69,22,0,210823098,8,1,189937920,8,1,38581550,12,15,210823098,28,0,0,0,2.35,-0.08,9.51,31.26
2024-09,1262588650,617604500,885105650,2765298800,25251773,6176045,17702113,49129931,8,9,25,42,379058668,404347686,41822050,404347686,157823581.25,68622722.22222222,35404226.0,65840447.61904762,108.46,115.74,100.71,108.02,104.66,107.07,106.0,106.15,23248.0,20254.0,12017.0,11604.0,412.0,59.33,3.43,90.56,21890.57,20,0,379058668,8,0,404347686,9,0,41822050,12,13,404347686,29,0,0,1,1.82,-0.05,10.56,32.11
2024-10,1116621300,1001493800,930127750,3048242850,22332426,10014938,18602555,50949919,9,9,27,45,447526549,672320869,35560500,672320869,124069033.33333331,111277088.8888889,34449175.925925925,67738730.0,108.73,116.39,108.02,106.88,104.05,107.13,106.32,106.12,23246.0,20257.0,12017.0,11609.0,408.0,59.32,3.4,89.37,23015.05,19,0,447526549,8,1,672320869,7,2,35560500,11,16,672320869,26,0,0,0,1.69,-0.03,7.76,40.14
2024-11,945632750,463823800,933993800,2343450350,18912655,4638238,18679876,42230769,9,8,26,43,329430230,186000397,34188050,329430230,105070305.55555557,57977975.0,35922838.461538464,54498845.34883721,108.84,117.19,106.42,107.09,103.81,106.89,106.02,106.36,23245.0,20256.0,12009.0,11606.0,403.0,59.29,3.36,89.21,22853.77,21,0,329430230,7,2,186000397,8,0,34188050,13,13,329430230,28,0,0,0,2.08,0.02,7.37,34.61
2024-12,907529100,633227100,964694550,2505450750,18150582,6332271,19293891,43776744,9,9,26,44,218224364,408093393,38091850,408093393,100836566.66666669,70358566.66666667,37103636.538461536,56942062.5,108.82,116.91,104.88,107.25,103.76,107.29,106.21,106.94,23244.0,20256.0,12011.0,11612.0,399.0,59.3,3.32,88.7,23077.82,22,0,218224364,8,1,408093393,9,0,38091850,15,11,408093393,32,0,0,0,2.1,-0.01,7.37,31.35
2025-01,2843232000,1305852900,1112689500,5261774400,56864640,13058529,22253790,92176959,14,9,28,51,537013182,820214423,38188950,820214423,203088000.0,145094766.66666666,39738910.71428572,103172047.05882353,109.44,116.43,102.7,107.53,104.99,107.56,108.6,109.14,23241.0,20258.0,12015.0,11619.0,396.0,59.31,3.3,86.84,23100.37,15,0,537013182,11,3,820214423,8,1,38188950,15,13,820214423,34,1,0,0,2.67,-0.01,3.9,30.75
2025-02,3131702550,4298121400,1085385100,8515209050,62634051,42981214,21707702,127322967,17,8,26,51,554037983,2286939279,38904000,2286939279,184217797.05882353,537265175.0,41745580.76923077,166964883.33333334,109.0,116.7,101.17,107.61,104.7,107.77,106.27,108.47,23233.0,20257.0,12018.0,11616.0,402.0,59.33,3.34,87.41,23327.53,19,0,554037983,14,3,2286939279,7,1,38904000,14,12,2286939279,35,1,0,0,1.62,-0.05,3.82,25.34
2025-03,841125850,592369600,1026814950,2460310400,16822517,5923696,20536299,43282512,8,9,26,43,238406078,218298014,42575550,238406078,105140731.25,65818844.44444445,39492882.692307696,57216520.930232555,109.05,116.98,100.79,107.72,104.43,108.06,106.14,108.68,23224.0,20254.0,12013.0,11610.0,403.0,59.31,3.35,86.8,22194.43,21,0,238406078,7,1,218298014,9,0,42575550,16,10,238406078,32,0,0,0,2.34,-0.03,3.12,11.85
2025-04,857428500,601751800,962166400,2421346700,17148570,6017518,19243328,42409416,9,8,26,43,193300544,417778175,34558200,417778175,95269833.33333331,75218975.0,37006400.0,56310388.37209302,109.33,116.49,104.76,107.83,104.1,108.61,106.76,109.35,23215.0,20253.0,12004.0,11605.0,399.0,59.27,3.32,84.09,19532.72,19,0,193300544,8,1,417778175,8,0,34558200,12,14,417778175,28,0,0,0,2.03,-0.04,4.49,-3.52
2025-05,1013896450,1313173300,964220350,3291290100,20277929,13131733,19284407,52694069,9,9,27,45,240556043,836708029,43108500,836708029,112655161.1111111,145908144.44444445,35711864.81481481,73139780.0,109.03,116.27,103.48,108.07,103.0,108.69,106.48,109.17,23206.0,20249.0,12007.0,11611.0,396.0,59.3,3.3,82.16,21309.83,19,0,240556043,7,2,836708029,9,0,43108500,16,11,836708029,32,0,1,0,1.54,-0.04,-0.7,0.96
2025-06,1037869450,3249795000,890545450,5178209900,20757389,32497950,17810909,71066248,8,9,25,42,283251721,1888767666,33887000,1888767666,129733681.25,361088333.3333333,35621818.0,123290711.90476193,109.17,116.0,102.55,109.33,103.37,108.77,106.49,108.4,23198.0,20245.0,12021.0,11617.0,404.0,59.38,3.36,81.11,22013.97,21,0,283251721,7,1,1888767666,8,1,33887000,14,11,1888767666,29,0,0,0,1.36,-0.03,-2.41,-1.94
2025-07,1612870350,502522100,926474650,3041867100,32257407,5025221,18529493,55812121,9,9,27,45,674228587,197243242,40039600,674228587,179207816.66666666,55835788.88888889,34313875.925925925,67597046.66666667,109.57,116.41,101.58,109.51,104.29,108.98,107.93,107.96,23189.0,20242.0,12047.0,11638.0,409.0,59.51,3.4,80.65,22962.98,23,0,674228587,9,0,197243242,9,0,40039600,13,14,674228587,31,0,0,0,1.53,-0.05,-6.73,-1.19
2025-08,924335000,489580800,926756450,2340672250,18486700,4895808,18535129,41917637,9,8,26,43,247213804,287114144,33873650,287114144,102703888.8888889,61197600.0,35644478.84615385,54434238.37209302,110.07,118.92,99.93,109.67,103.96,109.06,107.57,108.37,23180.0,20235.0,12056.0,11641.0,415.0,59.58,3.45,79.17,24044.89,21,0,247213804,8,1,287114144,7,1,33873650,13,13,287114144,28,0,0,0,1.6,-0.03,-11.09,10.04
2025-09,1217699600,521285900,932534450,2671519950,24353992,5212859,18650689,48217540,9,9,26,44,369073302,249648012,44695097,369073302,135299955.55555555,57920655.55555555,35866709.615384616,60716362.5,109.82,118.79,99.78,109.77,102.54,109.14,107.01,108.83,23170.0,20226.0,12037.0,11630.0,407.0,59.51,3.38,76.18,25222.43,21,0,369073302,7,2,249648012,9,0,44695097,12,14,369073302,28,0,0,0,1.25,-0.05,-14.38,15.22
2025-10,1525384200,503819200,968278450,2997481850,30507684,5038192,19365569,54911445,9,9,27,45,551306449,243833793,35061350,551306449,169487133.33333334,55979911.11111111,35862164.81481481,66610707.777777776,110.33,118.72,108.46,109.03,102.59,108.97,107.86,109.42,23161.0,20219.0,12039.0,11635.0,404.0,59.54,3.36,78.35,27401.15,20,0,551306449,9,0,243833793,6,3,35061350,13,14,551306449,28,0,0,1,1.47,-0.04,-11.02,19.06
2025-11,1412283800,433396200,935419600,2781099600,28245676,4333962,18708392,51288030,8,8,25,41,787034787,171631513,38836400,787034787,176535475.0,54174525.0,37416784.0,67831697.56097561,110.16,118.91,106.21,109.08,102.64,108.86,107.35,109.27,23155.0,20213.0,12040.0,11639.0,401.0,59.57,3.33,81.77,27463.67,20,0,787034787,7,1,171631513,8,0,38836400,14,11,787034787,29,0,0,0,1.21,-0.03,-7.44,20.17
2025-12,996090400,624970300,1053596100,2674656800,19921808,6249703,21071922,47243433,9,9,27,45,261612249,393894871,40006650,393894871,110676711.1111111,69441144.44444445,39022077.777777776,59436817.777777776,110.24,118.37,105.82,109.26,102.37,108.93,108.0,110.43,23150.0,20209.0,12043.0,11645.0,398.0,59.59,3.3,81.39,28070.44,22,0,261612249,7,2,393894871,9,0,40006650,13,14,393894871,29,0,0,0,1.3,-0.02,-7.31,21.63
