月份,大樂透銷售總額,威力彩銷售總額,今彩539銷售總額,電腦型彩券總銷售額,大樂透銷售注數,威力彩銷售注數,今彩539銷售注數,電腦型彩券總銷售注數,大樂透開獎期數,威力彩開獎期數,今彩539開獎期數,電腦型彩券總開獎期數,大樂透單月最高總獎金,威力彩單月最高總獎金,今彩539單月最高總獎金,當月最高總獎金,大樂透平均每期銷售額,威力彩平均每期銷售額,今彩539平均每期銷售額,電腦型彩券平均每期銷售額,CPI總指數,CPI食物類,CPI衣著類,CPI居住類,CPI交通及通訊類,CPI醫藥保健類,CPI教養娛樂類,CPI雜項類,總人口數千人,15歲以上民間人口千人,勞動力千人,就業人數千人,失業人數千人,勞動力參與率,失業率,CCI,TAIEX月平均收盤指數,TAIEX交易日數,TAIEX是否估計,大樂透連槓獎金,大樂透連槓期數,大樂透重置次數,威力彩連槓獎金,威力彩連槓期數,威力彩重置次數,今彩539連槓獎金,今彩539連槓期數,今彩539重置次數,電腦型彩券最高連槓獎金,電腦型彩券連槓期數,春節,端午,中秋,通膨率,失業率年變動_pp,CCI年變動,TAIEX年增率
2019-03,831386900,400853000,839463550,2071703450,16627738,4008530,16789271,37425539,9,8,26,43,137774702,157087631,33466200,157087631,92376322.22222222,50106625.0,32287059.615384616,48179150.0,97.52,95.57,92.79,98.4,98.25,98.92,98.65,98.52,23437.0,20175.0,11916.0,11478.0,438.0,59.06,3.68,84.0,10445.22,20,0,137774702,5,4,157087631,7,1,33466200,13,13,157087631,25,0,0,0,0.56,0.02,0.7,-4.21
2019-04,805024200,445904400,808516950,2059445550,16100484,4459044,16170339,36729867,9,9,26,44,222593495,270481017,31788400,270481017,89447133.33333333,49544933.333333336,31096805.769230768,46805580.68181818,98.25,95.85,99.9,98.5,99.09,98.72,99.93,98.61,23437.0,20177.0,11918.0,11480.0,437.0,59.06,3.67,85.3,10892.15,20,0,222593495,8,1,270481017,8,1,31788400,16,10,270481017,32,0,0,0,0.66,0.03,2.75,0.89
2019-05,1068002250,550056900,820593850,2438653000,21360045,5500569,16411877,43272491,9,9,27,45,398178422,461799104,33932550,461799104,118666916.66666669,61117433.333333336,30392364.814814813,54192288.88888889,98.39,96.7,98.98,98.63,99.07,98.54,99.67,98.54,23437.0,20180.0,11921.0,11484.0,437.0,59.07,3.67,85.3,10574.49,22,0,398178422,8,1,461799104,9,0,33932550,14,13,461799104,31,0,0,0,0.93,0.04,3.15,-2.25
2019-06,1054768900,977348700,730227550,2762345150,21095378,9773487,14604551,45473416,8,8,25,41,329456969,758035348,31642050,758035348,131846112.5,122168587.5,29209102.0,67374271.95121951,98.71,97.5,97.02,99.62,98.37,98.85,100.16,98.67,23438.0,20186.0,11933.0,11488.0,445.0,59.12,3.73,86.45,10620.02,19,0,329456969,8,0,758035348,7,1,31642050,11,14,758035348,26,0,1,0,0.85,0.03,5.2,-3.34
2019-07,970360300,2220980500,793725900,3985066700,19407206,22209805,15874518,57491529,9,9,27,45,459611641,1483527323,25798200,1483527323,107817811.1111111,246775611.1111111,29397255.555555556,88557037.77777778,98.6,96.5,95.07,99.55,99.37,99.06,101.13,98.25,23439.0,20189.0,11968.0,11511.0,457.0,59.28,3.82,86.9,10845.7,23,0,459611641,7,2,1483527323,9,0,25798200,13,14,1483527323,29,0,0,0,0.39,0.01,6.3,0.05
2019-08,805249350,2503873700,816443500,4125566550,16104987,25038737,16328870,57472594,9,9,27,45,240545324,2239573397,32025150,2239573397,89472150.0,278208188.8888889,30238648.14814815,91679256.66666669,98.58,97.65,93.49,99.54,98.2,99.35,100.62,98.37,23441.0,20196.0,11992.0,11526.0,466.0,59.38,3.89,86.25,10470.29,22,0,240545324,9,0,2239573397,8,1,32025150,15,12,2239573397,32,0,0,0,0.43,0.02,5.55,-4.03
2019-09,1387806750,677410500,737852250,2803069500,27756135,6774105,14757045,49287285,8,9,25,42,569737698,509242034,24701050,569737698,173475843.75,75267833.33333333,29514090.0,66739750.0,98.73,99.08,93.1,99.57,97.23,99.36,99.82,98.9,23441.0,20199.0,11962.0,11507.0,455.0,59.22,3.8,86.35,10816.46,20,0,569737698,8,0,509242034,8,1,24701050,13,12,569737698,29,0,0,1,0.42,0.04,3.65,-0.62
2019-10,1487941750,704771300,831449150,3024162200,29758835,7047713,16628983,53435531,9,9,27,45,852777990,708572253,36479050,852777990,165326861.1111111,78307922.22222222,30794412.962962963,67203604.44444445,98.75,98.52,104.15,98.5,97.03,99.15,99.97,98.24,23442.0,20203.0,11968.0,11517.0,451.0,59.24,3.77,87.3,11139.82,21,0,852777990,7,2,708572253,7,2,36479050,16,11,852777990,30,0,0,0,0.37,0.02,5.4,10.42
2019-11,877905000,406225700,820561550,2104692250,17558100,4062257,16411231,38031588,9,8,26,43,247497991,178386233,31985600,247497991,97545000.0,50778212.5,31560059.615384616,48946331.39534884,98.35,97.64,101.73,98.49,96.95,99.39,99.29,98.37,23444.0,20208.0,11973.0,11526.0,447.0,59.25,3.73,89.95,11558.86,21,0,247497991,9,0,178386233,8,0,31985600,14,12,247497991,31,0,0,0,0.58,0.03,8.0,17.69
2019-12,886939150,517204000,826229050,2230372200,17738783,5172040,16524581,39435404,9,9,26,44,294561440,345004119,36229350,345004119,98548794.44444443,57467111.11111111,31778040.384615384,50690277.27272727,98.41,97.76,99.99,98.56,97.27,99.25,99.38,98.61,23448.0,20214.0,11970.0,11531.0,439.0,59.22,3.67,93.1,11854.08,22,0,294561440,8,1,345004119,9,0,36229350,15,11,345004119,32,0,0,0,1.15,0.01,10.85,21.62
2020-01,2990189750,648339100,983394900,4621923750,59803795,6483391,19667898,85955084,15,9,27,51,356160843,410462972,43391750,410462972,199345983.33333337,72037677.77777778,36422033.333333336,90625955.88235296,99.0,97.54,96.87,98.76,98.11,99.46,101.19,101.09,23450.0,20221.0,11972.0,11536.0,436.0,59.21,3.64,93.85,11962.32,15,0,356160843,12,3,410462972,8,1,43391750,17,10,410462972,37,1,0,0,1.86,0.0,11.05,22.51
2020-02,1436114050,555640000,912036550,2903790600,28722281,5556400,18240731,52519412,10,8,25,43,479436856,512251379,38108950,512251379,143611405.0,69455000.0,36481462.0,67530013.95348836,97.94,97.35,94.81,98.76,96.02,99.35,99.02,99.11,23449.0,20227.0,11966.0,11523.0,443.0,59.16,3.7,92.85,11623.7,19,0,479436856,9,1,512251379,7,1,38108950,14,11,512251379,30,0,0,0,-0.2,-0.02,8.9,13.85
2020-03,1063224100,438139000,911257900,2412621000,21264482,4381390,18225158,43871030,9,9,26,44,418426949,229479120,38415000,418426949,118136011.1111111,48682111.11111111,35048380.76923077,54832295.45454545,97.5,97.12,93.76,98.82,94.02,99.65,98.28,99.28,23446.0,20229.0,11957.0,11513.0,445.0,59.11,3.72,88.95,10138.09,22,0,418426949,9,0,229479120,9,0,38415000,14,12,418426949,32,0,0,0,-0.02,0.04,4.95,-2.94
2020-04,1691914600,496450100,906954050,3095318750,33838292,4964501,18139081,56941874,8,9,26,43,859329281,383119530,46138047,859329281,211489325.0,55161122.222222224,34882848.07692308,71984156.97674419,97.3,97.07,101.59,98.63,90.63,99.64,98.13,99.2,23441.0,20229.0,11948.0,11467.0,481.0,59.06,4.03,86.4,10329.48,20,0,859329281,8,0,383119530,8,1,46138047,9,17,859329281,25,0,0,0,-0.97,0.36,1.1,-5.17
2020-05,1369267000,706171400,901882750,2977321150,27385340,7061714,18037655,52484709,9,8,26,43,1070088576,605799091,35747450,1070088576,152140777.7777778,88271425.0,34687798.07692308,69240026.74418604,97.2,97.0,99.74,98.63,90.62,99.59,97.92,99.39,23436.0,20230.0,11948.0,11462.0,486.0,59.06,4.07,79.05,10876.94,20,0,1070088576,8,1,605799091,8,0,35747450,13,13,1070088576,29,0,0,0,-1.21,0.4,-6.25,2.86
2020-06,1142208600,1735297000,1006383100,3883888700,22844172,17352970,20127662,60324804,9,9,26,44,192285504,1181584966,51988300,1181584966,126912066.66666669,192810777.7777778,38707042.307692304,88270197.72727273,97.98,97.46,98.5,99.74,92.81,100.09,98.6,99.71,23433.0,20230.0,11950.0,11477.0,473.0,59.07,3.96,82.9,11489.68,20,0,192285504,7,2,1181584966,9,0,51988300,17,9,1181584966,33,0,1,0,-0.74,0.23,-3.55,8.19
2020-07,1032598600,6793515600,1013209200,8839323400,20651972,67935156,20264184,108851312,9,9,27,45,202988683,3633111827,43402150,3633111827,114733177.77777778,754835066.6666666,37526266.666666664,196429408.8888889,98.1,97.26,96.66,99.69,94.3,99.94,99.06,99.75,23429.0,20233.0,11977.0,11498.0,479.0,59.2,4.0,82.65,12256.21,23,0,202988683,7,2,3633111827,8,1,43402150,13,14,3633111827,28,0,0,0,-0.51,0.18,-4.25,13.01
2020-08,762043500,733347800,997531800,2492923100,15240870,7333478,19950636,42524984,8,9,26,43,160436250,496164371,41894900,496164371,95255437.5,81483088.8888889,38366607.692307696,57974955.81395349,98.25,97.82,95.14,99.76,94.52,100.09,99.21,99.86,23424.0,20234.0,11985.0,11507.0,478.0,59.23,3.99,84.85,12743.07,21,0,160436250,7,1,496164371,9,0,41894900,12,14,496164371,28,0,0,0,-0.33,0.1,-1.4,21.71
2020-09,1061192300,706452700,946241450,2713886450,21223846,7064527,18924829,47213202,9,8,26,43,161612636,680712721,36038100,680712721,117910255.55555557,88306587.5,36393901.92307692,63113638.37209302,98.16,98.36,94.47,99.76,93.99,100.01,98.4,99.8,23418.0,20234.0,11962.0,11504.0,458.0,59.12,3.83,83.0,12653.02,22,0,161612636,6,3,680712721,7,1,36038100,13,13,680712721,26,0,0,0,-0.58,0.03,-3.35,16.98
2020-10,1058328950,596206800,984521400,2639057150,21166579,5962068,19690428,46819075,9,9,27,45,193359740,330970587,46343000,330970587,117592105.55555557,66245200.0,36463755.55555555,58645714.44444445,98.49,98.24,104.17,98.78,94.71,99.75,98.91,99.43,23414.0,20235.0,11965.0,11510.0,455.0,59.13,3.8,83.8,12817.76,19,0,193359740,8,1,330970587,9,0,46343000,15,12,330970587,32,0,0,1,-0.26,0.03,-3.5,15.06
2020-11,864072400,603332400,906706950,2374111750,17281448,6033324,18134139,41448911,8,9,25,42,343555754,411012945,35560100,411012945,108009050.0,67036933.333333336,36268278.0,56526470.23809524,98.44,98.03,102.23,98.83,95.5,99.88,98.54,99.44,23411.0,20235.0,11970.0,11520.0,449.0,59.15,3.75,85.25,13393.84,21,0,343555754,8,0,411012945,7,2,35560100,12,13,411012945,27,0,0,0,0.09,0.02,-4.7,15.88
2020-12,1061063200,475752600,983592950,2520408750,21221264,4757526,19671859,45650649,9,9,27,45,488155897,210245178,42226000,488155897,117895911.1111111,52861400.0,36429368.518518515,56009083.333333336,98.45,98.07,101.19,98.94,96.04,99.8,98.44,99.3,23409.0,20236.0,11967.0,11527.0,440.0,59.14,3.68,84.9,14276.88,23,0,488155897,8,1,210245178,9,0,42226000,12,15,488155897,29,0,0,0,0.04,0.01,-8.2,20.44
2021-01,1081221750,501638000,965078900,2547938650,21624435,5016380,19301578,45942393,9,8,26,43,399250603,382947870,35995300,399250603,120135750.0,62704750.0,37118419.23076923,59254387.20930233,98.81,98.72,98.83,99.04,97.57,99.93,98.48,99.68,23401.0,20232.0,11965.0,11527.0,438.0,59.14,3.66,84.3,15552.2,20,0,399250603,9,0,382947870,8,0,35995300,12,14,399250603,29,0,0,0,-0.19,0.02,-9.55,30.01
2021-02,4027340250,1279491300,1059002550,6365834100,80546805,12794913,21180051,114521769,17,8,24,49,621486856,793716957,44323650,793716957,236902367.6470588,159936412.5,44125106.25,129914981.63265306,99.29,97.74,96.15,99.38,98.29,99.83,100.92,101.93,23390.0,20229.0,11957.0,11514.0,443.0,59.11,3.7,87.95,16080.79,13,0,621486856,10,7,793716957,8,0,44323650,11,13,793716957,29,1,0,0,1.38,0.0,-4.9,38.34
2021-03,932784650,1164409700,1086720600,3183914950,18655693,11644097,21734412,52034202,9,9,27,45,173095831,1018288346,44394700,1018288346,103642738.8888889,129378855.55555557,40248911.11111111,70753665.55555555,98.69,97.62,95.61,99.52,98.55,100.08,98.97,99.73,23379.0,20223.0,11960.0,11521.0,439.0,59.14,3.67,89.5,16150.15,22,0,173095831,6,3,1018288346,8,1,44394700,11,16,1018288346,25,0,0,0,1.22,-0.05,0.55,59.3
2021-04,854291150,546757600,983664850,2384713600,17085823,5467576,19673297,42226696,9,9,26,44,168432754,220240816,41443700,220240816,94921238.8888889,60750844.44444445,37833263.461538464,54198036.36363637,99.35,97.68,102.98,99.52,99.19,100.04,99.87,100.05,23366.0,20219.0,11959.0,11524.0,435.0,59.15,3.64,89.65,17114.84,19,0,168432754,7,2,220240816,8,1,41443700,14,12,220240816,29,0,0,0,2.11,-0.39,3.25,65.69
2021-05,708530350,509550800,855996950,2074078100,14170607,5095508,17119939,36386054,8,9,26,43,249578523,388769247,35122300,388769247,88566293.75,56616755.55555555,32922959.615384616,48234374.41860465,99.58,98.62,102.36,99.57,99.28,99.75,99.59,100.38,23353.0,20209.0,11887.0,11398.0,489.0,58.82,4.11,89.25,16504.42,21,0,249578523,8,0,388769247,9,0,35122300,14,12,388769247,31,0,0,0,2.45,0.04,10.2,51.74
2021-06,785745350,516560700,770903000,2073209050,15714907,5165607,15418060,36298574,9,8,26,43,393248628,572623325,31419950,572623325,87305038.8888889,64570087.5,29650115.384615384,48214163.95348837,99.77,99.58,100.84,99.64,99.97,99.55,99.57,99.92,23340.0,20201.0,11871.0,11301.0,570.0,58.76,4.8,86.8,17282.82,21,0,393248628,8,1,572623325,8,0,31419950,14,12,572623325,30,0,1,0,1.83,0.84,3.9,50.42
2021-07,773010300,1489216500,877525900,3139752700,15460206,14892165,17550518,47902889,9,9,27,45,234886949,996246153,31981500,996246153,85890033.33333333,165468500.0,32500959.259259257,69772282.22222222,99.97,99.64,98.64,100.21,100.83,99.77,99.87,99.9,23326.0,20192.0,11903.0,11364.0,539.0,58.95,4.53,89.1,17656.94,22,0,234886949,9,0,996246153,8,1,31981500,12,15,996246153,29,0,0,0,1.91,0.53,6.45,44.07
2021-08,1497893250,5988667800,964917750,8451478800,29957865,59886678,19298355,109142898,9,9,26,44,611643498,3158795257,40627550,3158795257,166432583.33333334,665407533.3333334,37112221.15384615,192079063.63636363,100.55,101.57,97.08,100.99,100.64,100.25,100.3,99.75,23308.0,20182.0,11904.0,11399.0,505.0,58.98,4.24,89.5,17131.01,22,0,611643498,8,1,3158795257,8,1,40627550,13,13,3158795257,29,0,0,0,2.34,0.25,4.65,34.43
2021-09,1229808150,627228500,921415000,2778451650,24596163,6272285,18428300,49296748,8,9,26,43,321012156,464682119,34521800,464682119,153726018.75,69692055.55555555,35439038.461538464,64615154.65116279,100.71,101.84,95.99,101.04,100.76,100.22,101.2,99.7,23288.0,20173.0,11888.0,11417.0,471.0,58.93,3.96,88.6,17281.23,20,0,321012156,7,1,464682119,9,0,34521800,11,15,464682119,27,0,0,1,2.6,0.13,5.6,36.58
2021-10,976389200,654303700,986711450,2617404350,19527784,6543037,19734229,45805050,9,8,26,43,208340050,625342472,40201850,625342472,108487688.8888889,81787962.5,37950440.384615384,60869868.60465116,101.0,102.14,105.09,100.21,101.55,99.9,100.61,99.17,23268.0,20165.0,11902.0,11445.0,456.0,59.02,3.83,88.9,16723.56,20,0,208340050,8,1,625342472,7,1,40201850,14,12,625342472,29,0,0,0,2.55,0.03,5.1,30.47
2021-11,820751400,515726000,909762200,2246239600,16415028,5157260,18195244,39767532,9,9,26,44,220513113,216821207,35144550,220513113,91194600.0,57302888.88888889,34990853.84615385,51050900.0,101.24,102.63,103.72,100.41,102.42,100.16,100.13,99.64,23250.0,20154.0,11913.0,11477.0,436.0,59.11,3.66,86.7,17489.18,22,0,220513113,8,1,216821207,9,0,35144550,12,14,220513113,29,0,0,0,2.84,-0.09,1.45,30.58
2021-12,835370450,605800800,949121300,2390292550,16707409,6058008,18982426,41747843,9,9,27,45,237359394,405986448,37585700,405986448,92818938.8888889,67311200.0,35152640.74074074,53117612.222222224,101.04,102.23,102.73,100.46,100.95,100.51,100.48,100.15,23230.0,20139.0,11914.0,11480.0,433.0,59.16,3.64,87.1,17845.35,22,0,237359394,8,1,405986448,9,0,37585700,15,12,405986448,32,0,0,0,2.63,-0.04,2.2,24.99
2022-01,1721525650,1072177100,982676300,3776379050,34430513,10721771,19653526,64805810,11,9,26,46,474059452,777287977,35886600,777287977,156502331.8181818,119130788.8888889,37795242.307692304,82095196.73913044,101.61,102.39,100.13,100.74,102.68,100.32,100.52,102.41,23207.0,20119.0,11905.0,11474.0,430.0,59.17,3.61,89.9,18232.86,18,0,474059452,10,1,777287977,9,0,35886600,14,12,777287977,33,0,0,0,2.83,-0.05,5.6,17.24
2022-02,3367008950,2026863900,1015966950,6409839800,67340179,20268639,20319339,107928157,15,8,24,47,423236952,1329326941,41201750,1329326941,224467263.33333337,253357987.5,42331956.25,136379570.21276596,101.6,102.9,98.75,100.76,103.16,100.48,101.5,100.83,23180.0,20099.0,11893.0,11458.0,434.0,59.17,3.65,90.0,18056.18,15,0,423236952,11,4,1329326941,7,1,41201750,12,12,1329326941,30,1,0,0,2.33,-0.05,2.05,12.28
2022-03,872363750,818567200,988495150,2679426100,17447275,8185672,19769903,45402850,9,9,27,45,213650214,581027881,35241750,581027881,96929305.55555557,90951911.1111111,36610931.481481485,59542802.222222224,101.92,103.37,98.31,101.07,104.39,100.91,100.52,101.36,23140.0,20063.0,11875.0,11440.0,435.0,59.19,3.66,89.5,17474.73,23,0,213650214,7,2,581027881,8,1,35241750,11,16,581027881,26,0,0,0,3.27,-0.01,0.0,8.2
2022-04,824713000,1435412800,921855800,3181981600,16494260,14354128,18437116,49285504,9,8,26,43,192729985,1049209837,35846050,1049209837,91634777.77777778,179426600.0,35455992.307692304,73999572.09302326,102.7,104.43,105.89,101.3,104.16,100.92,101.04,101.54,23088.0,20020.0,11844.0,11415.0,429.0,59.16,3.62,89.4,16998.78,19,0,192729985,7,2,1049209837,7,1,35846050,12,14,1049209837,26,0,0,0,3.37,-0.02,-0.25,-0.68
2022-05,993659350,581927200,830303550,2405890100,19873187,5819272,16606071,42298530,9,9,26,44,326941681,451318169,32946050,451318169,110406594.44444443,64658577.777777776,31934751.923076924,54679320.45454545,102.96,105.92,105.02,101.57,103.84,100.97,100.6,101.32,23051.0,19992.0,11805.0,11371.0,434.0,59.05,3.68,85.85,16191.99,21,0,326941681,7,2,451318169,8,1,32946050,10,16,451318169,25,0,0,0,3.39,-0.43,-3.4,-1.89
2022-06,860117150,854976100,833852900,2548946150,17202343,8549761,16677058,42429162,8,9,26,43,156652656,660336408,35376800,660336408,107514643.75,94997344.44444443,32071265.384615384,59277817.44186047,103.35,106.85,103.14,102.98,103.52,101.17,100.62,101.17,23037.0,19983.0,11815.0,11372.0,442.0,59.12,3.74,80.95,15889.21,21,0,156652656,6,2,660336408,8,1,35376800,10,16,660336408,24,0,1,0,3.59,-1.06,-5.85,-8.06
2022-07,793109050,456940000,874403650,2124452700,15862181,4569400,17488073,37919654,9,8,26,43,210353143,229453051,40814550,229453051,88123227.77777778,57117500.0,33630909.615384616,49405876.74418605,103.32,106.8,101.65,103.25,103.8,101.4,100.75,100.72,23034.0,19982.0,11845.0,11397.0,448.0,59.28,3.78,79.55,14566.25,21,0,210353143,8,1,229453051,7,1,40814550,13,13,229453051,28,0,0,0,3.35,-0.75,-9.55,-17.5
2022-08,865787850,576246900,917884750,2359919500,17315757,5762469,18357695,41435921,9,9,27,45,260340999,514582631,41812250,514582631,96198650.0,64027433.333333336,33995731.481481485,52442655.55555555,103.24,106.5,100.12,103.48,103.56,101.47,100.6,101.12,23038.0,19988.0,11851.0,11402.0,449.0,59.29,3.79,79.7,15117.98,23,0,260340999,7,2,514582631,9,0,41812250,11,16,514582631,27,0,0,0,2.68,-0.45,-9.8,-11.75
2022-09,1200675100,902029000,900389600,3003093700,24013502,9020290,18007792,51041584,9,9,26,44,193386008,731981827,37233950,731981827,133408344.44444443,100225444.44444443,34630369.23076923,68252129.54545455,103.49,107.23,99.42,103.63,103.01,101.58,101.24,101.54,23042.0,19994.0,11830.0,11397.0,433.0,59.17,3.66,78.9,14344.32,21,0,193386008,6,3,731981827,8,1,37233950,12,14,731981827,26,0,0,1,2.76,-0.3,-9.7,-16.99
2022-10,981585950,503804000,884104300,2369494250,19631719,5038040,17682086,42351845,8,9,26,43,406867997,248702566,37212950,406867997,122698243.75,55978222.222222224,34004011.538461536,55104517.44186047,103.77,107.42,107.05,102.64,103.12,101.84,101.86,101.35,23050.0,20008.0,11841.0,11410.0,431.0,59.18,3.64,78.45,13107.42,20,0,406867997,8,0,248702566,8,1,37212950,13,13,406867997,29,0,0,0,2.74,-0.19,-10.45,-21.62
2022-11,1133480200,443269600,923706350,2500456150,22669604,4432696,18474127,45576427,9,8,26,43,564769338,198696987,37950850,564769338,125942244.44444443,55408700.0,35527167.307692304,58150143.02325582,103.62,106.84,105.54,102.76,103.11,101.61,102.18,101.42,23068.0,20030.0,11858.0,11430.0,428.0,59.2,3.61,86.65,14067.26,22,0,564769338,8,1,198696987,8,0,37950850,13,13,564769338,29,0,0,0,2.35,-0.05,-0.05,-19.57
2022-12,847802300,567188900,977254450,2392245650,16956046,5671889,19545089,42173024,9,9,27,45,162318012,331903737,38083550,331903737,94200255.55555557,63020988.88888889,36194609.25925926,53161014.44444445,103.78,107.27,103.55,102.88,103.14,101.93,102.78,101.69,23094.0,20059.0,11869.0,11451.0,418.0,59.17,3.52,75.6,14512.77,22,0,162318012,6,3,331903737,8,1,38083550,11,16,331903737,25,0,0,0,2.71,-0.12,-11.5,-18.67
2023-01,3642809900,1237310200,1107642650,5987762750,72856198,12373102,22152853,107382153,17,9,26,52,425715145,592321247,44532700,592321247,214282935.2941177,137478911.1111111,42601640.384615384,115149283.65384616,104.71,107.81,101.11,103.23,103.87,101.98,105.02,105.05,23128.0,20090.0,11887.0,11471.0,416.0,59.17,3.5,76.85,14736.84,13,0,425715145,13,4,592321247,8,1,44532700,15,11,592321247,36,1,0,0,3.05,-0.11,-13.05,-19.17
2023-02,1684410100,1774457200,968596150,4427463450,33688202,17744572,19371923,70804697,12,8,24,44,386840859,975693960,39427700,975693960,140367508.33333334,221807150.0,40358172.916666664,100624169.3181818,104.06,107.34,99.96,103.22,103.73,102.38,103.6,102.88,23152.0,20117.0,11906.0,11485.0,420.0,59.18,3.53,78.7,15529.4,18,0,386840859,11,1,975693960,7,1,39427700,9,15,975693960,27,0,0,0,2.42,-0.12,-11.3,-13.99
2023-03,977583450,1356265700,1032220850,3366070000,19551669,13562657,20644417,53758743,9,9,27,45,430381043,1296649574,35781600,1296649574,108620383.33333331,150696188.8888889,38230401.85185185,74801555.55555555,104.32,108.41,99.53,103.38,103.56,102.46,103.32,103.03,23167.0,20132.0,11919.0,11494.0,424.0,59.2,3.56,80.75,15652.88,23,0,430381043,6,3,1296649574,7,2,35781600,12,15,1296649574,25,0,0,0,2.35,-0.1,-8.75,-10.43
2023-04,855870700,496689600,904225150,2256785450,17117414,4966896,18084503,40168813,8,8,25,41,309151945,261930359,35712000,309151945,106983837.5,62086200.0,36169006.0,55043547.56097561,105.11,108.82,105.16,103.66,104.14,102.77,104.36,103.72,23184.0,20148.0,11924.0,11506.0,417.0,59.18,3.5,79.3,15728.31,17,0,309151945,8,0,261930359,7,1,35712000,10,15,309151945,25,0,0,0,2.35,-0.12,-10.1,-7.47
2023-05,1100285550,516838000,959145300,2576268850,22005711,5168380,19182906,46356997,9,9,27,45,475178962,236643495,40798300,475178962,122253950.0,57426444.44444445,35523900.0,57250418.88888889,105.04,109.07,104.29,103.74,103.73,102.93,103.63,104.05,23197.0,20160.0,11920.0,11507.0,412.0,59.13,3.46,80.5,15955.7,22,0,475178962,8,1,236643495,9,0,40798300,11,16,475178962,28,0,0,0,2.02,-0.22,-5.35,-1.46
2023-06,1196352350,1031463800,890887200,3118703350,23927047,10314638,17817744,52059429,9,9,26,44,279581409,730831206,32977700,730831206,132928038.8888889,114607088.8888889,34264892.307692304,70879621.5909091,105.16,108.33,103.08,105.03,103.86,102.93,104.12,103.95,23210.0,20170.0,11935.0,11518.0,417.0,59.17,3.49,80.6,16983.74,20,0,279581409,7,2,730831206,8,1,32977700,13,13,730831206,28,0,1,0,1.75,-0.25,-0.35,6.89
2023-07,888789250,507524300,872942350,2269255900,17775785,5075243,17458847,40309875,8,9,26,43,291308484,205044329,38800050,291308484,111098656.25,56391588.88888889,33574705.76923077,52773393.02325582,105.26,108.17,102.78,105.18,104.34,103.88,104.43,103.69,23226.0,20181.0,11969.0,11543.0,426.0,59.31,3.56,80.9,17072.19,21,0,291308484,8,0,205044329,9,0,38800050,13,13,291308484,30,0,0,0,1.88,-0.22,1.35,17.2
2023-08,892333950,708938400,920231150,2521503500,17846679,7089384,18404623,43340686,9,9,27,45,361900071,453746416,38141100,453746416,99148216.66666669,78770933.33333333,34082635.18518519,56033411.11111111,105.85,110.17,101.16,105.32,105.37,103.83,104.32,103.67,23239.0,20188.0,11972.0,11546.0,426.0,59.3,3.56,80.75,16648.14,22,0,361900071,7,2,453746416,9,0,38141100,16,11,453746416,32,0,0,0,2.53,-0.23,1.05,10.12
2023-09,1218456350,1670452500,905178400,3794087250,24369127,16704525,18103568,59177220,9,8,26,43,333285133,994564495,36799850,994564495,135384038.8888889,208806562.5,34814553.84615385,88234587.20930232,106.52,112.36,100.55,105.51,105.36,104.29,104.19,104.3,23244.0,20194.0,11957.0,11541.0,416.0,59.21,3.48,80.0,16569.9,20,0,333285133,8,1,994564495,8,0,36799850,11,15,994564495,27,0,0,1,2.93,-0.18,1.1,15.52
2023-10,1016025850,749851100,922450700,2688327650,20320517,7498511,18449014,46268042,9,9,26,44,241773849,480408797,37588300,480408797,112891761.1111111,83316788.8888889,35478873.07692308,61098355.68181818,106.92,113.34,108.8,104.54,104.8,104.44,104.99,103.66,23250.0,20203.0,11969.0,11558.0,411.0,59.24,3.43,81.61,16422.4,20,0,241773849,8,1,480408797,8,1,37588300,10,16,480408797,26,0,0,0,3.04,-0.21,3.16,25.29
2023-11,1127424350,1265957300,933340900,3326722550,22548487,12659573,18666818,53874878,8,9,26,43,400292051,1019998403,36317800,1019998403,140928043.75,140661922.2222222,35897726.92307692,77365640.69767442,106.62,112.87,106.56,104.66,104.28,104.66,104.7,103.78,23255.0,20211.0,11977.0,11577.0,400.0,59.26,3.34,81.84,16977.86,22,0,400292051,8,0,1019998403,8,1,36317800,13,13,1019998403,29,0,0,0,2.9,-0.27,-4.81,20.69
2023-12,1091007550,563109300,930200900,2584317750,21820151,5631093,18604018,46055262,9,8,26,43,157123299,269906589,36698650,269906589,121223061.1111111,70388662.5,35776957.692307696,60100412.79069767,106.58,112.33,105.79,104.75,104.08,104.73,105.23,104.32,23260.0,20219.0,11982.0,11583.0,399.0,59.26,3.33,81.33,17569.98,21,0,157123299,6,3,269906589,7,1,36698650,16,10,269906589,29,0,0,0,2.7,-0.19,5.73,21.07
2024-01,914281150,583031200,1027937400,2525249750,18285623,5830312,20558748,44674683,9,9,27,45,150437239,216439933,36050250,216439933,101586794.44444443,64781244.44444445,38071755.55555555,56116661.11111111,106.59,112.24,103.59,105.03,104.43,105.13,104.96,104.75,23262.0,20227.0,11984.0,11587.0,397.0,59.25,3.31,82.94,17667.53,22,0,150437239,7,2,216439933,7,2,36050250,15,12,216439933,29,0,0,0,1.8,-0.19,6.09,19.89
